ORG_CODE,ORG_NAME,Month,LEFT_DEPARTMENT_ECDS_RATE,LEFT_DEPARTMENT_TOTAL,MSITAE_COMPARISON_ECDS,MSITAE_COMPARISON_ECDS_RATE,MSITAE_COMPARISON_MSITAE,TIME_TO_INITIAL_ASSESSMENT_95,TIME_TO_INITIAL_ASSESSMENT_DENOM,TIME_TO_INITIAL_ASSESSMENT_MEDIAN,TIME_TO_TREATMENT_95,TIME_TO_TREATMENT_DENOM,TIME_TO_TREATMENT_MEDIAN,TOTAL_TIME_95,TOTAL_TIME_95_ADMITTED,TOTAL_TIME_95_NON_ADM,TOTAL_TIME_DENOM,TOTAL_TIME_DENOM_ADMITTED,TOTAL_TIME_DENOM_NON_ADM,TOTAL_TIME_MEDIAN,TOTAL_TIME_MEDIAN_ADMITTED,TOTAL_TIME_MEDIAN_NON_ADM,UNPLANNED_REATTENDANCES,UNPLANNED_REATTENDANCES_DENOM,UNPLANNED_REATTENDANCES_RATE,Year,Total Attendances,Year_Start
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2023-08-01,3.52297072125684,740.0,21005.0,99.8099311000237,21046.0,17.0,5455.0,4.0,297.0,17030.0,84.0,709.0,1043.0,490.399999999999,21005.0,5510.0,15495.0,208.0,340.0,189.0,1365.0,18810.0,7.25677830940988,2023-24,26321069,2023-04-01
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2023-08-01,5.84677419354838,1015.0,17360.0,67.6803118908382,25649.0,42.0,3630.0,5.0,285.0,16340.0,26.0,552.0,764.0,441.0,17355.0,4070.0,13285.0,202.0,241.0,175.0,1380.0,16160.0,8.53960396,2023-24,26321069,2023-04-01
RXF,MID YORKSHIRE TEACHING NHS TRUST,2023-08-01,5.54682236694363,1235.0,22265.0,99.664279319606,22342.0,46.0,3935.0,10.0,315.0,21025.0,61.0,760.0,1033.05,469.0,22265.0,4900.0,17365.0,152.0,428.0,132.0,1975.0,21380.0,9.23760523854069,2023-24,26321069,2023-04-01
NNJ,DHU HEALTH CARE C.I.C,2023-08-01,0.0,0.0,380.0,21.7765042979942,1746.0,11.0,0.0,11.0,61.9,375.0,9.0,91.05,92.1999999999999,90.0,380.0,10.0,370.0,18.0,30.0,18.0,0.0,30.0,0.0,2023-24,26321069,2023-04-01
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,2023-08-01,4.74732006125574,465.0,9795.0,99.6946564885496,9824.0,21.0,1335.0,6.0,221.0,8755.0,81.0,660.6,555.399999999999,680.849999999999,9790.0,1745.0,8045.0,222.0,244.0,211.0,965.0,9485.0,10.1739588824459,2023-24,26321069,2023-04-01
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2023-08-01,4.05305821665438,825.0,20355.0,99.4868035190615,20460.0,39.0,3080.0,6.0,223.0,19530.0,58.0,666.0,1408.79999999999,360.0,20355.0,3345.0,17010.0,137.0,310.0,126.0,1715.0,18185.0,9.43084960131976,2023-24,26321069,2023-04-01
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2023-08-01,6.72394471423234,900.0,13385.0,99.9626587005227,13388.0,110.0,3320.0,26.0,467.149999999999,11900.0,110.0,595.0,766.699999999999,518.0,13375.0,2765.0,10610.0,189.0,239.0,167.0,1140.0,12150.0,9.38271604938271,2023-24,26321069,2023-04-01
NX1,OPEROSE HEALTH (GROUP) UK LIMITED,2023-08-01,0.0,0.0,335.0,0.0,0.0,,,,4.0,0.0,4.0,171.0,,171.0,335.0,,335.0,28.0,,28.0,,,,2023-24,26321069,2023-04-01
RJN,EAST CHESHIRE NHS TRUST,2023-08-01,4.33212996389891,180.0,4155.0,97.8798586572438,4247.0,22.0,880.0,0.0,289.0,3955.0,79.0,1088.0,1520.0,532.549999999999,4150.0,1080.0,3070.0,205.0,424.0,180.0,245.0,3845.0,6.37191157347204,2023-24,26321069,2023-04-01
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2023-08-01,6.98784722222222,805.0,11520.0,90.815924320063,12683.0,26.0,2415.0,7.0,261.0,9895.0,55.0,716.0,1256.74999999999,414.0,11515.0,3070.0,8445.0,163.0,266.0,144.0,1110.0,11310.0,9.81432360742705,2023-24,26321069,2023-04-01
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2023-08-01,4.6979865771812,875.0,18625.0,99.9731615673644,18631.0,37.0,2870.0,7.0,271.0,16700.0,37.0,524.0,727.899999999999,436.0,18625.0,3505.0,15120.0,134.0,238.0,120.0,1495.0,16550.0,9.03323262839879,2023-24,26321069,2023-04-01
NLO24,YORK HOSPITAL URGENT CARE CENTRE,2023-08-01,2.27272727272727,25.0,1100.0,0.0,0.0,,,,206.0,125.0,123.0,770.499999999999,192.699999999999,775.549999999999,1100.0,20.0,1080.0,117.0,113.0,117.0,,,,2023-24,26321069,2023-04-01
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-08-01,3.46909931902865,1350.0,38915.0,97.9733131923464,39720.0,32.0,6115.0,5.0,281.0,20670.0,56.0,703.0,986.0,457.0,38900.0,10150.0,28750.0,169.0,278.0,145.0,3175.0,29745.0,10.6740628677088,2023-24,26321069,2023-04-01
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2023-08-01,3.35570469798657,300.0,8940.0,99.4438264738598,8988.0,54.0,2250.0,13.0,194.0,8640.0,46.0,893.0,1243.0,545.149999999999,8940.0,2420.0,6520.0,225.0,429.0,189.0,745.0,8400.0,8.86904761904761,2023-24,26321069,2023-04-01
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2023-08-01,2.31907237105157,290.0,12505.0,82.9244031830238,15080.0,72.1499999999999,760.0,14.0,57.0,12215.0,11.0,516.849999999998,727.0,410.0,12505.0,3125.0,9380.0,166.0,261.0,141.0,1100.0,12305.0,8.93945550589191,2023-24,26321069,2023-04-01
NLO21,ST MARY'S URGENT CARE CENTRE,2023-08-01,9.15662650602409,380.0,4150.0,0.0,0.0,,,,161.699999999999,3505.0,45.0,540.849999999999,365.65,554.699999999999,4125.0,190.0,3935.0,130.0,126.5,130.0,,,,2023-24,26321069,2023-04-01
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,2023-08-01,3.34168755221386,400.0,11970.0,100.041788549937,11964.0,78.85,45.0,25.5,138.6,9970.0,27.0,210.0,206.799999999999,210.0,11970.0,430.0,11535.0,93.0,79.5,93.0,670.0,9915.0,6.75743822491174,2023-24,26321069,2023-04-01
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2023-08-01,1.22739018087855,95.0,7740.0,100.650195058517,7689.0,40.0,1805.0,10.0,117.899999999999,6545.0,18.0,982.0,1342.0,485.949999999998,7730.0,2025.0,5710.0,186.0,397.0,159.0,555.0,7315.0,7.58714969241285,2023-24,26321069,2023-04-01
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2023-08-01,0.0,0.0,17650.0,102.675974403723,17191.0,56.0,3815.0,6.0,358.0,14590.0,97.0,1080.0,1619.09999999999,648.0,17650.0,2830.0,14820.0,198.0,391.5,181.0,1545.0,17490.0,8.8336192109777,2023-24,26321069,2023-04-01
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2023-08-01,0.0,0.0,5230.0,39.9847094801223,13081.0,99.6999999999998,2025.0,12.0,454.0,5045.0,137.0,1250.79999999999,1444.2,726.0,5230.0,2335.0,2895.0,311.0,365.0,289.0,410.0,5205.0,7.87704130643611,2023-24,26321069,2023-04-01
NLO08,SCARBOROUGH URGENT CARE CENTRE,2023-08-01,2.93685756240822,100.0,3405.0,0.0,0.0,,,,99.0,835.0,48.0,249.0,95.0,304.0,3405.0,1580.0,1825.0,66.0,26.0,117.0,,,,2023-24,26321069,2023-04-01
W5R9N,BLACKPOOL VICTORIA URGENT CARE CENTRE,2023-08-01,0.0,0.0,2250.0,0.0,0.0,89.4999999999999,40.0,33.0,100.399999999999,15.0,36.0,177.0,152.75,177.0,2210.0,0.0,2200.0,49.0,70.0,49.0,0.0,0.0,0.0,2023-24,26321069,2023-04-01
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2023-08-01,5.66280566280566,440.0,7770.0,61.5445544554455,12623.0,60.0999999999999,1940.0,8.0,288.0,6980.0,102.0,827.199999999999,1112.5,562.5,7755.0,1790.0,5965.0,229.0,470.0,204.0,550.0,7625.0,7.21311475409836,2023-24,26321069,2023-04-01
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2023-08-01,0.081900082,10.0,12210.0,100.0,12208.0,62.0,2405.0,3.0,562.6,110.0,194.0,1444.79999999999,2308.0,830.899999999997,12175.0,1780.0,10390.0,233.0,824.0,205.0,15.0,770.0,1.94805194805194,2023-24,26321069,2023-04-01
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2023-08-01,4.879852126,660.0,13525.0,55.3169734151329,24450.0,93.3999999999998,1005.0,13.0,495.899999999999,7585.0,111.0,1404.0,1685.4,1361.0,13500.0,1505.0,11990.0,219.0,233.0,218.0,2165.0,13250.0,16.3396226415094,2023-24,26321069,2023-04-01
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2023-08-01,8.32915203211239,830.0,9965.0,99.7497497497497,9992.0,105.449999999999,1420.0,20.0,364.0,8890.0,103.0,906.699999999998,1449.44999999999,642.5,9965.0,1710.0,8250.0,230.0,570.5,209.0,775.0,9720.0,7.97325102880658,2023-24,26321069,2023-04-01
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2023-08-01,4.916985951,385.0,7830.0,100.256081946222,7811.0,58.7999999999997,2285.0,5.0,252.0,7345.0,62.0,538.0,698.799999999999,437.0,7815.0,2425.0,5390.0,194.0,253.0,164.5,455.0,7595.0,5.99078341013824,2023-24,26321069,2023-04-01
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2023-08-01,12.7858627858627,1845.0,14430.0,86.9277108433734,16602.0,139.0,2820.0,15.0,400.0,11230.0,110.0,731.549999999999,1111.0,727.0,14430.0,155.0,14275.0,236.0,335.0,236.0,1185.0,14040.0,8.44017094,2023-24,26321069,2023-04-01
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2023-08-01,7.11974110032362,660.0,9270.0,99.8384491114701,9283.0,14.4499999999998,1850.0,3.0,266.0,7830.0,62.0,679.0,928.199999999999,436.0,9270.0,1570.0,7700.0,165.0,488.0,138.0,805.0,8395.0,9.589041096,2023-24,26321069,2023-04-01
F4I4D,WHITEGATE DRIVE HEALTH CENTRE,2023-08-01,1.12201963534361,80.0,7130.0,0.0,0.0,,,,173.0,6945.0,41.0,174.0,174.45,174.0,7025.0,10.0,7015.0,41.0,47.0,41.0,755.0,6930.0,10.8946608946608,2023-24,26321069,2023-04-01
ENG,ENGLAND,2023-08-01,4.75352022535995,92843.0,1988432.0,94.4109736034318,2106146.0,62.0,348283.0,9.0,307.0,1555437.0,60.0,788.0,1375.0,543.0,1969812.0,409904.0,1559908.0,168.0,314.0,149.0,148489.0,1655112.0,8.9715378777992,2023-24,26321069,2023-04-01
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2023-08-01,8.8484059856864,680.0,7685.0,100.589005235602,7641.0,105.0,2090.0,23.0,420.0,6285.0,98.0,801.599999999999,968.0,572.0,7670.0,2620.0,5050.0,218.0,375.0,190.0,550.0,7605.0,7.23208415516107,2023-24,26321069,2023-04-01
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2023-08-01,0.0,0.0,2000.0,143.88489208633,1388.0,1.0,0.0,1.0,131.0,0.0,131.0,656.5,,656.5,1970.0,,1970.0,158.0,,158.0,0.0,0.0,0.0,2023-24,26321069,2023-04-01
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2023-08-01,3.13406848520023,270.0,8615.0,63.5324483775811,13560.0,18.0,2940.0,5.0,224.0,8170.0,61.0,1124.69999999999,1295.89999999999,582.899999999999,8615.0,3050.0,5560.0,202.0,362.5,164.0,565.0,8580.0,6.58508158508158,2023-24,26321069,2023-04-01
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2023-08-01,1.46153846153846,95.0,6500.0,102.442868400315,6346.0,18.3999999999999,0.0,3.0,99.0,6355.0,17.0,155.0,138.399999999999,155.0,6500.0,305.0,6195.0,57.0,55.0,57.0,400.0,6095.0,6.56275635767022,2023-24,26321069,2023-04-01
R1H,BARTS HEALTH NHS TRUST,2023-08-01,5.35000868507903,1540.0,28785.0,72.2605748713442,39833.0,71.0,5610.0,14.0,310.0,24405.0,55.0,1000.0,1534.59999999999,669.849999999998,28725.0,6085.0,22645.0,227.0,456.0,208.0,2650.0,25680.0,10.3193146417445,2023-24,26321069,2023-04-01
NQT5G,URGENT CARE CENTRE,2023-08-01,,,,,,,,,174.0,2580.0,55.0,,,,,,,,,,,,,2023-24,26321069,2023-04-01
S6U2C,DERBY URGENT TREATMENT CENTRE,2023-08-01,,,,,,,,,119.349999999999,3995.0,16.0,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2023-08-01,5.966469428,605.0,10140.0,99.95071464,10144.0,38.0,1810.0,6.0,425.0,6945.0,110.0,705.149999999999,1087.0,521.049999999999,10140.0,2320.0,7820.0,167.0,304.0,140.0,900.0,10085.0,8.92414476945959,2023-24,26321069,2023-04-01
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-08-01,10.3139013452914,690.0,6690.0,33.4751063297473,19983.0,62.0,2330.0,13.0,367.699999999999,5405.0,117.0,1812.59999999999,2212.19999999999,967.099999999999,6685.0,2675.0,4010.0,347.0,687.0,279.0,580.0,6605.0,8.78122634367903,2023-24,26321069,2023-04-01
R1F,ISLE OF WIGHT NHS TRUST,2023-08-01,3.35329341317365,140.0,4175.0,65.8517350157728,6340.0,12.0,1515.0,2.0,237.0,3650.0,58.0,1507.25,2103.35,783.949999999999,4175.0,1035.0,3140.0,235.5,723.0,200.5,320.0,3720.0,8.602150538,2023-24,26321069,2023-04-01
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2023-08-01,3.5827186512118,510.0,14235.0,100.070298769771,14227.0,72.0,3080.0,18.0,229.0,13285.0,56.0,958.299999999999,1350.0,515.0,14235.0,4140.0,10095.0,168.0,291.0,147.0,1315.0,14005.0,9.38950374866119,2023-24,26321069,2023-04-01
RVJ,NORTH BRISTOL NHS TRUST,2023-08-01,5.44177881802223,465.0,8545.0,98.6151182919792,8666.0,17.0,2620.0,3.0,299.5,7450.0,94.0,573.0,688.399999999999,473.349999999999,8545.0,3050.0,5495.0,211.0,239.0,191.0,500.0,7770.0,6.43500643500643,2023-24,26321069,2023-04-01
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2023-08-01,7.96424217797643,980.0,12305.0,99.9593826157595,12311.0,80.0,3155.0,10.0,368.1,9760.0,75.0,1173.25,1510.0,727.0,12295.0,3570.0,8725.0,210.0,387.0,189.0,1145.0,11730.0,9.76129582267689,2023-24,26321069,2023-04-01
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2023-08-01,0.0,0.0,190.0,0.0,0.0,,,,81.65,190.0,23.5,118.95,53.2499999999999,119.549999999999,190.0,0.0,185.0,53.0,30.0,53.5,0.0,185.0,0.0,2023-24,26321069,2023-04-01
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2023-08-01,5.46733212341197,1205.0,22040.0,95.0204785514119,23196.0,22.0,4335.0,0.0,325.0,15345.0,84.0,1014.0,1257.5,689.549999999999,21960.0,8470.0,13490.0,226.0,186.0,234.0,1165.0,13605.0,8.56302829841969,2023-24,26321069,2023-04-01
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2023-08-01,2.99465240641711,420.0,14025.0,99.4680851063829,14102.0,39.0,3195.0,8.0,216.0,13590.0,53.0,611.0,855.0,464.0,14025.0,3110.0,10915.0,190.0,348.0,172.0,1020.0,13555.0,7.52489856141645,2023-24,26321069,2023-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2023-08-01,7.58293838862559,640.0,8440.0,100.0,8438.0,56.0,2085.0,11.0,381.0,7495.0,97.0,582.0,751.5,481.0,8440.0,2405.0,6030.0,210.0,309.0,183.0,690.0,8305.0,8.30824804334738,2023-24,26321069,2023-04-01
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2023-08-01,0.0,0.0,5270.0,98.2292637465051,5367.0,16.9499999999999,0.0,9.0,,,,344.399999999999,77.55,344.5,5215.0,0.0,5210.0,102.0,73.5,102.0,,,,2023-24,26321069,2023-04-01
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2023-08-01,3.99274047186932,440.0,11020.0,99.1007194244604,11122.0,34.0,2520.0,9.0,366.0,10520.0,69.0,768.0,1274.0,473.6,11020.0,2270.0,8750.0,164.0,365.5,141.0,900.0,10030.0,8.973080758,2023-24,26321069,2023-04-01
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2023-08-01,3.59281437125748,120.0,3340.0,100.0,3342.0,7.0,0.0,7.0,179.049999999999,3220.0,53.0,214.0,226.7,212.0,3340.0,505.0,2830.0,86.0,82.0,87.0,180.0,3075.0,5.85365853658536,2023-24,26321069,2023-04-01
RH5,SOMERSET NHS FOUNDATION TRUST,2023-08-01,2.07024889509188,445.0,21495.0,99.93026499,21509.0,27.0,3630.0,7.0,245.75,19705.0,68.0,490.0,682.599999999999,466.0,21490.0,2300.0,19195.0,145.0,214.0,138.0,1810.0,20120.0,8.99602385685884,2023-24,26321069,2023-04-01
NQT5H,PAULTON MEMORIAL HOSPITAL,2023-08-01,1.78571428571428,15.0,840.0,96.551724137931,868.0,15.0,0.0,15.0,188.0,815.0,57.0,217.299999999999,210.849999999999,217.5,840.0,40.0,795.0,88.0,80.0,88.0,85.0,750.0,11.3333333333333,2023-24,26321069,2023-04-01
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,2023-08-01,0.0,0.0,4515.0,109.322033898305,4132.0,,,,,,,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-08-01,4.87057220708446,715.0,14680.0,95.3246753246753,15401.0,46.0,2535.0,9.0,381.0,13600.0,57.0,965.0,1656.54999999999,571.799999999999,14675.0,2970.0,11705.0,193.0,445.5,176.0,1335.0,14265.0,9.358569926,2023-24,26321069,2023-04-01
RVJ,NORTH BRISTOL NHS TRUST,2023-09-01,7.28992765720645,655.0,8985.0,98.8992845349477,9086.0,14.0,2625.0,3.0,357.349999999999,7675.0,118.0,677.0,825.0,523.0,8980.0,2920.0,6065.0,226.0,291.0,208.0,550.0,8220.0,6.69099756690997,2023-24,26321069,2023-04-01
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2023-09-01,5.30079932688262,630.0,11885.0,100.0,11885.0,1.0,155.0,0.0,375.0,10580.0,83.0,775.0,1248.39999999999,590.0,11885.0,1705.0,10180.0,179.0,416.0,163.0,1000.0,11195.0,8.93255917820455,2023-24,26321069,2023-04-01
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2023-09-01,3.97727272727272,315.0,7920.0,99.7481108312342,7940.0,54.0,1305.0,13.0,202.0,6980.0,84.0,915.099999999999,1202.19999999999,453.0,7920.0,1935.0,5980.0,183.0,347.0,169.0,540.0,7845.0,6.88336520076481,2023-24,26321069,2023-04-01
AH6,URGENT CARE CENTRE- HURLEY GROUP HQ,2023-09-01,0.510529674537332,40.0,7835.0,0.0,0.0,7.39999999999999,0.0,2.0,124.199999999999,20.0,61.0,243.0,225.2,243.0,7765.0,275.0,7490.0,108.0,107.0,108.0,0.0,40.0,0.0,2023-24,26321069,2023-04-01
NQT5H,PAULTON MEMORIAL HOSPITAL,2023-09-01,1.14285714285714,10.0,875.0,95.10869565,920.0,,,,175.0,845.0,54.0,199.899999999999,287.149999999999,195.799999999999,875.0,30.0,845.0,82.0,93.0,81.0,75.0,800.0,9.375,2023-24,26321069,2023-04-01
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2023-09-01,2.92841648590021,675.0,23050.0,98.4201537147736,23418.0,94.0,4050.0,24.0,323.0,14415.0,78.0,620.0,935.0,444.0,23050.0,4390.0,18660.0,151.0,388.0,127.0,1145.0,15165.0,7.55028025057698,2023-24,26321069,2023-04-01
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2023-09-01,8.13751087902523,935.0,11490.0,89.765625,12798.0,24.0,2230.0,7.0,285.0,9605.0,58.0,743.0,1279.0,441.0,11485.0,3090.0,8395.0,160.0,294.0,140.0,1080.0,11340.0,9.52380952380952,2023-24,26321069,2023-04-01
RPA,MEDWAY NHS FOUNDATION TRUST,2023-09-01,4.24726661059714,505.0,11890.0,72.5885225885225,16380.0,77.0,2520.0,10.0,238.0,7115.0,79.0,1191.0,2350.19999999999,520.049999999999,11885.0,1865.0,10020.0,188.0,570.0,178.0,645.0,7920.0,8.14393939393939,2023-24,26321069,2023-04-01
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2023-09-01,0.0,0.0,17970.0,102.131287297527,17597.0,40.0,3730.0,6.0,324.0,15105.0,93.0,1195.0,2018.0,628.0,17970.0,2785.0,15185.0,191.0,394.0,175.0,1640.0,17825.0,9.20056100981767,2023-24,26321069,2023-04-01
RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,2023-09-01,3.76288659793814,365.0,9700.0,100.310237849017,9671.0,43.0,20.0,5.0,138.0,9330.0,15.0,229.0,220.0,229.299999999999,9700.0,285.0,9415.0,97.0,73.0,97.0,755.0,8060.0,9.36724565756823,2023-24,26321069,2023-04-01
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2023-09-01,1.22735242548217,105.0,8555.0,102.57793764988,8338.0,47.75,1445.0,2.0,255.699999999999,5505.0,52.0,690.5,1319.89999999999,404.349999999999,8555.0,1740.0,6815.0,99.0,343.0,77.0,510.0,6340.0,8.044164038,2023-24,26321069,2023-04-01
NNJ,DHU HEALTH CARE C.I.C,2023-09-01,0.0,0.0,475.0,25.065963060686,1894.0,22.0,0.0,22.0,60.3999999999999,465.0,16.0,76.0,,76.0,475.0,,475.0,28.0,,28.0,0.0,30.0,0.0,2023-24,26321069,2023-04-01
NX1,OPEROSE HEALTH (GROUP) UK LIMITED,2023-09-01,0.0,0.0,365.0,0.0,0.0,,,,105.199999999999,55.0,22.0,197.0,154.799999999999,198.0,365.0,10.0,360.0,42.0,66.5,42.0,0.0,20.0,0.0,2023-24,26321069,2023-04-01
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2023-09-01,4.494382022,300.0,6675.0,84.280303030303,7919.0,50.0,1775.0,9.0,246.0,6260.0,43.0,1016.0,1438.4,535.699999999999,6675.0,1465.0,5205.0,213.0,447.0,187.0,490.0,6495.0,7.5442648190916,2023-24,26321069,2023-04-01
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2023-09-01,3.53460972017673,600.0,16975.0,95.795711060948,17722.0,18.0,2130.0,4.0,,,,481.0,625.0,414.0,16920.0,3490.0,13430.0,188.0,269.0,172.0,865.0,11035.0,7.838695061169,2023-24,26321069,2023-04-01
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,2023-09-01,0.0,0.0,1745.0,100.0,1744.0,,,,,,,154.0,,154.0,1745.0,,1745.0,46.0,,46.0,,,,2023-24,26321069,2023-04-01
NXL03,URGENT CARE CENTRE,2023-09-01,0.0,0.0,1255.0,0.0,0.0,,,,,,,184.0,,184.0,1230.0,,1230.0,55.0,,55.0,,,,2023-24,26321069,2023-04-01
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2023-09-01,0.181818181818181,10.0,5500.0,97.0017636684303,5669.0,25.0,0.0,16.0,,,,938.899999999999,174.999999999999,939.199999999998,5410.0,0.0,5410.0,132.0,130.0,132.0,,,,2023-24,26321069,2023-04-01
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2023-09-01,10.6463036741921,2405.0,22590.0,99.625137816979,22675.0,33.0,4400.0,7.0,412.849999999998,20185.0,77.0,1097.0,1496.94999999999,681.0,22580.0,6190.0,16385.0,214.0,460.0,182.0,1935.0,22370.0,8.64997764863656,2023-24,26321069,2023-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2023-09-01,7.42690058479532,635.0,8550.0,98.3889528193325,8689.0,52.0,1990.0,10.0,424.0,7640.0,103.0,557.0,660.599999999999,498.0,8550.0,2470.0,6080.0,203.0,265.0,177.0,680.0,8420.0,8.07600950118764,2023-24,26321069,2023-04-01
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2023-09-01,,,,,,,,,304.0,14095.0,105.0,,,,,,,,,,,,,2023-24,26321069,2023-04-01
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2023-09-01,6.81818181818181,1320.0,19360.0,70.3232836905194,27529.0,50.0,3430.0,5.0,296.0,18035.0,26.0,588.0,832.849999999999,464.599999999998,19355.0,4245.0,15110.0,216.0,324.0,194.0,1670.0,18255.0,9.14817858121062,2023-24,26321069,2023-04-01
RKE,WHITTINGTON HEALTH NHS TRUST,2023-09-01,11.0979228486646,935.0,8425.0,100.0,8426.0,19.0,1380.0,3.0,304.0,7300.0,101.0,827.0,1426.89999999999,550.0,8425.0,1265.0,7165.0,215.0,444.0,203.0,770.0,8020.0,9.60099750623441,2023-24,26321069,2023-04-01
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2023-09-01,3.48909657320872,280.0,8025.0,100.249843847595,8006.0,79.5999999999999,1665.0,4.0,213.0,7035.0,59.0,558.0,715.349999999999,421.699999999999,8020.0,2195.0,5825.0,187.0,240.0,172.0,505.0,7920.0,6.37626262626262,2023-24,26321069,2023-04-01
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,2023-09-01,7.57171447631754,2270.0,29980.0,99.6344300432037,30091.0,51.0,6060.0,8.0,645.049999999999,27680.0,93.0,971.0,1669.0,630.0,29910.0,5885.0,24025.0,210.0,401.0,188.0,3075.0,29630.0,10.377995275059,2023-24,26321069,2023-04-01
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2023-09-01,7.14718352513628,590.0,8255.0,73.7053571428571,11201.0,31.0,2090.0,7.0,408.399999999999,6475.0,114.0,1406.0,1882.6,677.449999999999,8240.0,2310.0,5930.0,251.0,592.0,212.0,470.0,6775.0,6.93726937269372,2023-24,26321069,2023-04-01
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2023-09-01,3.13852813852813,290.0,9240.0,99.4617868675995,9292.0,58.0,2060.0,14.0,192.0,8945.0,53.0,1072.0,1322.0,533.649999999999,9240.0,2575.0,6670.0,223.0,489.0,187.0,715.0,8610.0,8.30429732868757,2023-24,26321069,2023-04-01
